Latitude,Longitude,Sample Date,pr,tmax,tmin,ro
-27.273889,28.49,19-01-2011,192.70000000000002,25.869998931884766,14.649999618530273,18.0
-27.3,28.586944,19-01-2011,194.60000000000002,25.779998779296875,14.479999542236328,22.1
-27.044444,27.005,19-01-2011,172.0,27.399999618530273,16.510000228881836,8.6
-30.568333,29.422778,19-01-2011,251.4,24.459999084472656,13.549999237060547,131.1
-30.570833,29.150556,19-01-2011,262.90000000000003,24.209999084472656,13.4399995803833,141.9
-34.031944,22.053333,19-01-2011,20.200000000000003,26.75,16.489999771118164,1.0
-33.13083,18.86278,19-01-2011,6.4,32.65999984741211,17.440000534057617,0.30000000000000004
-33.7075,18.97444444,19-01-2011,9.4,31.31999969482422,17.049999237060547,0.5
-25.57877778,29.12747222,19-01-2011,122.9,28.329999923706055,16.43000030517578,6.1000000000000005
-26.006389,29.253889,20-01-2011,150.6,25.529998779296875,14.34999942779541,7.5
-27.02314,28.59389,20-01-2011,179.20000000000002,25.959999084472656,14.609999656677246,9.0
-30.679722,26.7125,20-01-2011,135.3,29.420000076293945,14.739999771118164,6.800000000000001
-28.460833,21.248889,20-01-2011,74.9,35.14999771118164,19.850000381469727,3.7
-30.77586667,29.03221667,20-01-2011,222.3,25.799999237060547,16.03999900817871,96.7
-24.925278,29.324444,21-01-2011,86.9,30.34000015258789,18.649999618530273,4.3
-28.460833,21.248889,21-01-2011,74.9,35.14999771118164,19.850000381469727,3.7
-24.679167,30.8025,24-01-2011,172.8,25.28999900817871,16.19999885559082,8.6
-25.99136,27.84208,24-01-2011,160.3,26.599998474121094,16.399999618530273,8.0
-25.49037,30.6986,24-01-2011,143.4,26.729999542236328,17.139999389648438,7.2
-26.970278,27.211111,24-01-2011,169.5,27.0,16.190000534057617,8.5
-27.671111,27.236944,24-01-2011,194.70000000000002,27.599998474121094,15.960000038146973,16.1
-27.356667,27.286389,24-01-2011,180.4,27.209999084472656,16.149999618530273,9.0
-27.01011111,26.69808333,25-01-2011,168.5,27.849998474121094,16.75,8.4
-26.98472222,26.63227778,25-01-2011,170.3,28.010000228881836,17.0,8.5
-27.398611,26.614722,25-01-2011,173.20000000000002,28.35999870300293,17.03999900817871,8.700000000000001
-33.818056,19.694722,25-01-2011,9.9,31.189998626708984,16.170000076293945,0.5
-25.45963889,28.26430556,25-01-2011,122.4,28.779998779296875,17.5,6.1000000000000005
-33.897778,20.012778,25-01-2011,10.0,31.349998474121094,16.5,0.5
-25.81048333,27.90955222,26-01-2011,149.4,27.599998474121094,17.34000015258789,7.5
-34.065833,20.404167,26-01-2011,10.700000000000001,31.349998474121094,17.729999542236328,0.5
-24.058889,31.237222,26-01-2011,97.7,31.229999542236328,21.029998779296875,4.9
-26.648056,27.089444,26-01-2011,156.60000000000002,26.829999923706055,15.9399995803833,7.800000000000001
-26.880278,26.965,26-01-2011,165.5,27.329999923706055,16.399999618530273,8.3
-27.273889,28.49,26-01-2011,192.70000000000002,25.869998931884766,14.649999618530273,18.0
-27.044444,27.005,26-01-2011,172.0,27.399999618530273,16.510000228881836,8.6
-34.092222,21.295278,26-01-2011,15.100000000000001,29.479999542236328,16.239999771118164,0.8
-27.02314,28.59389,27-01-2011,179.20000000000002,25.959999084472656,14.609999656677246,9.0
-26.73806,27.59194,27-01-2011,166.60000000000002,26.349998474121094,15.719999313354492,8.3
-28.760833,17.730278,30-01-2011,8.3,35.7599983215332,21.029998779296875,0.4
-26.861111,28.884722,31-01-2011,175.0,25.40999984741211,14.09999942779541,8.8
-26.73806,27.59194,31-01-2011,166.60000000000002,26.349998474121094,15.719999313354492,8.3
-25.127778,27.628889,01-02-2011,47.7,31.549999237060547,18.049999237060547,2.4000000000000004
-24.69514,27.40906,01-02-2011,56.0,31.92999839782715,18.94999885559082,2.8000000000000003
-27.363611,31.783333,01-02-2011,35.800000000000004,31.559999465942383,19.59000015258789,1.8
-27.802778,28.768333,01-02-2011,71.7,26.53999900817871,13.09000015258789,3.6
-29.160278,26.573333,01-02-2011,105.4,29.239999771118164,15.109999656677246,5.300000000000001
-34.329722,18.990278,01-02-2011,5.800000000000001,25.90999984741211,17.06999969482422,0.30000000000000004
-25.20639,27.558,02-02-2011,49.800000000000004,31.279998779296875,17.809999465942383,2.5
-23.281,30.54305556,03-02-2011,48.900000000000006,30.90999984741211,19.5,2.4000000000000004
-28.801278,31.955389,03-02-2011,82.0,30.229999542236328,20.81999969482422,4.1000000000000005
-27.00222,28.76528,03-02-2011,58.6,27.18000030517578,13.469999313354492,2.9000000000000004
-27.02314,28.59389,03-02-2011,59.0,27.549999237060547,13.769999504089355,2.9000000000000004
-27.3,28.586944,03-02-2011,62.300000000000004,27.35999870300293,13.579999923706055,3.1
-30.679722,26.7125,03-02-2011,98.7,29.479999542236328,14.809999465942383,4.9
-28.460833,21.248889,03-02-2011,138.5,34.459999084472656,19.75,6.9
-28.460833,21.248889,04-02-2011,138.5,34.459999084472656,19.75,6.9
-29.140556,31.391944,07-02-2011,98.0,29.619998931884766,20.579999923706055,4.9
-25.99136,27.84208,07-02-2011,50.7,28.170000076293945,15.359999656677246,2.5
-24.058889,31.237222,07-02-2011,28.700000000000003,32.130001068115234,19.689998626708984,1.4000000000000001
-26.73806,27.59194,07-02-2011,60.400000000000006,27.76999855041504,14.809999465942383,3.0
-30.86013889,29.07125,07-02-2011,59.7,27.69999885559082,16.60999870300293,3.0
-27.356667,27.286389,07-02-2011,71.9,28.5,15.40999984741211,3.6
-28.058889,30.373611,07-02-2011,70.3,27.689998626708984,14.719999313354492,3.5
-27.01011111,26.69808333,08-02-2011,84.7,28.93000030517578,16.03999900817871,4.2
-27.169444,29.233889,08-02-2011,55.800000000000004,26.229999542236328,12.880000114440918,2.8000000000000003
-26.98472222,26.63227778,08-02-2011,86.0,29.10999870300293,16.309999465942383,4.3
-27.398611,26.614722,08-02-2011,87.9,29.510000228881836,16.44999885559082,4.4
-27.573056,24.746389,08-02-2011,121.4,31.65999984741211,17.399999618530273,6.1000000000000005
-33.501667,21.624167,08-02-2011,10.700000000000001,29.529998779296875,15.489999771118164,0.5
-32.502778,19.535833,08-02-2011,3.2,34.18000030517578,18.020000457763672,0.2
-25.45963889,28.26430556,08-02-2011,37.7,30.399999618530273,16.520000457763672,1.9000000000000001
-26.970278,27.211111,09-02-2011,70.9,28.439998626708984,15.479999542236328,3.5
-27.273889,28.49,09-02-2011,63.2,27.59000015258789,13.829999923706055,3.2
-28.69485,28.23487,09-02-2011,97.2,26.369998931884766,13.59999942779541,4.9
-28.883333,27.89,09-02-2011,102.4,26.849998474121094,14.179999351501465,5.1000000000000005
-27.02314,28.59389,10-02-2011,59.0,27.549999237060547,13.769999504089355,2.9000000000000004
-30.679722,26.7125,10-02-2011,98.7,29.479999542236328,14.809999465942383,4.9
-30.534167,24.961944,10-02-2011,96.10000000000001,30.779998779296875,16.0,4.800000000000001
-34.031944,22.053333,10-02-2011,11.9,26.94999885559082,17.94999885559082,0.6000000000000001
-34.039722,22.133333,10-02-2011,12.4,26.739999771118164,18.239999771118164,0.6000000000000001
-32.595833,19.009444,10-02-2011,1.6,34.099998474121094,18.279998779296875,0.1
-28.801278,31.955389,11-02-2011,82.0,30.229999542236328,20.81999969482422,4.1000000000000005
-29.658056,25.973333,11-02-2011,97.2,29.119998931884766,14.960000038146973,4.9
-28.068333,31.55,11-02-2011,67.7,31.26999855041504,20.209999084472656,3.4000000000000004
-28.760833,17.730278,13-02-2011,32.7,36.099998474121094,22.689998626708984,1.6
-29.7775,29.470833,14-02-2011,123.60000000000001,25.059999465942383,12.809999465942383,9.8
-29.987778,29.851667,14-02-2011,85.10000000000001,26.799999237060547,14.989999771118164,4.3
-29.744167,29.905833,14-02-2011,91.5,27.479999542236328,15.479999542236328,4.6000000000000005
-26.861111,28.884722,14-02-2011,55.1,26.959999084472656,13.25999927520752,2.8000000000000003
-26.45,28.085833,14-02-2011,54.300000000000004,27.53999900817871,14.429999351501465,2.7
-31.396,29.2651,14-02-2011,44.900000000000006,28.119998931884766,19.65999984741211,2.2
-25.20639,27.558,15-02-2011,49.800000000000004,31.279998779296875,17.809999465942383,2.5
-24.69514,27.40906,15-02-2011,56.0,31.92999839782715,18.94999885559082,2.8000000000000003
-26.006389,29.253889,15-02-2011,40.5,27.15999984741211,13.460000038146973,2.0
-27.802778,28.768333,15-02-2011,71.7,26.53999900817871,13.09000015258789,3.6
-27.398611,26.614722,15-02-2011,87.9,29.510000228881836,16.44999885559082,4.4
-27.671111,27.236944,15-02-2011,77.80000000000001,28.65999984741211,15.329999923706055,3.9000000000000004
-29.160278,26.573333,15-02-2011,105.4,29.239999771118164,15.109999656677246,5.300000000000001
-30.568333,29.422778,15-02-2011,61.7,26.059999465942383,13.529999732971191,3.1
-30.570833,29.150556,15-02-2011,67.8,25.599998474121094,13.210000038146973,3.4000000000000004
-33.38056,19.30167,15-02-2011,3.9000000000000004,30.17999839782715,16.079999923706055,0.2
-33.31388889,19.07472222,15-02-2011,3.1,32.55999755859375,18.649999618530273,0.2
-27.495556,26.074722,15-02-2011,100.60000000000001,29.53999900817871,16.420000076293945,5.0
-25.436111,31.982222,16-02-2011,37.6,31.920000076293945,19.459999084472656,1.9000000000000001
-24.39619444,27.08983333,16-02-2011,58.2,32.349998474121094,19.059999465942383,2.9000000000000004
-25.67386,31.57527,16-02-2011,39.1,31.260000228881836,19.40999984741211,2.0
-30.733889,29.828333,16-02-2011,55.1,27.35999870300293,17.559999465942383,2.8000000000000003
-30.398056,30.601944,16-02-2011,59.900000000000006,28.53999900817871,21.229999542236328,3.0
-27.273889,28.49,16-02-2011,63.2,27.59000015258789,13.829999923706055,3.2
-27.3,28.586944,16-02-2011,62.300000000000004,27.35999870300293,13.579999923706055,3.1
-27.044444,27.005,16-02-2011,76.4,28.709999084472656,15.699999809265137,3.8000000000000003
-30.86013889,29.07125,16-02-2011,59.7,27.69999885559082,16.60999870300293,3.0
-30.77586667,29.03221667,16-02-2011,63.300000000000004,27.529998779296875,16.170000076293945,3.2
-33.13083,18.86278,16-02-2011,2.2,33.04999923706055,19.239999771118164,0.1
-24.925278,29.324444,17-02-2011,30.900000000000002,31.67999839782715,17.549999237060547,1.5
-27.00222,28.76528,17-02-2011,58.6,27.18000030517578,13.469999313354492,2.9000000000000004
-27.02314,28.59389,17-02-2011,59.0,27.549999237060547,13.769999504089355,2.9000000000000004
-22.43772222,31.07805556,18-02-2011,29.900000000000002,33.459999084472656,20.829999923706055,1.5
-29.803611,30.516111,18-02-2011,96.10000000000001,27.8799991607666,17.90999984741211,4.800000000000001
-25.99136,27.84208,21-02-2011,50.7,28.170000076293945,15.359999656677246,2.5
-26.861111,28.884722,21-02-2011,55.1,26.959999084472656,13.25999927520752,2.8000000000000003
-26.73806,27.59194,21-02-2011,60.400000000000006,27.76999855041504,14.809999465942383,3.0
-26.45,28.085833,21-02-2011,54.300000000000004,27.53999900817871,14.429999351501465,2.7
-27.01011111,26.69808333,22-02-2011,84.7,28.93000030517578,16.03999900817871,4.2
-27.169444,29.233889,22-02-2011,55.800000000000004,26.229999542236328,12.880000114440918,2.8000000000000003
-26.98472222,26.63227778,22-02-2011,86.0,29.10999870300293,16.309999465942383,4.3
-27.398611,26.614722,22-02-2011,87.9,29.510000228881836,16.44999885559082,4.4
-29.160278,26.573333,22-02-2011,105.4,29.239999771118164,15.109999656677246,5.300000000000001
-33.818056,19.694722,22-02-2011,4.9,31.40999984741211,17.969999313354492,0.2
-25.81048333,27.90955222,23-02-2011,45.400000000000006,29.369998931884766,16.389999389648438,2.3000000000000003
-29.641944,30.6875,23-02-2011,108.30000000000001,28.969999313354492,19.369998931884766,5.4
-34.065833,20.404167,23-02-2011,6.6000000000000005,31.420000076293945,19.399999618530273,0.30000000000000004
-33.980556,21.653333,23-02-2011,10.3,28.529998779296875,17.559999465942383,0.5
-22.769722,30.886944,23-02-2011,40.0,31.489999771118164,19.68000030517578,2.0
-27.00222,28.76528,23-02-2011,58.6,27.18000030517578,13.469999313354492,2.9000000000000004
-27.02314,28.59389,23-02-2011,59.0,27.549999237060547,13.769999504089355,2.9000000000000004
-27.38972222,26.46388889,23-02-2011,90.9,29.670000076293945,16.60999870300293,4.5
-27.398611,26.614722,23-02-2011,87.9,29.510000228881836,16.44999885559082,4.4
-27.671111,27.236944,23-02-2011,77.80000000000001,28.65999984741211,15.329999923706055,3.9000000000000004
-27.356667,27.286389,23-02-2011,71.9,28.5,15.40999984741211,3.6
-33.897778,20.012778,23-02-2011,5.7,31.60999870300293,18.239999771118164,0.30000000000000004
-23.763056,27.908611,24-02-2011,38.2,31.479999542236328,17.969999313354492,1.9000000000000001
-23.23572222,27.717,24-02-2011,32.0,32.73999786376953,19.189998626708984,1.6
-28.44555556,32.325,24-02-2011,91.30000000000001,29.959999084472656,21.19999885559082,4.6000000000000005
-30.679722,26.7125,24-02-2011,98.7,29.479999542236328,14.809999465942383,4.9
-30.160091,27.40124,24-02-2011,104.7,28.329999923706055,14.649999618530273,5.2
-30.336111,27.359444,24-02-2011,105.4,28.43000030517578,14.309999465942383,5.300000000000001
-28.460833,21.248889,24-02-2011,138.5,34.459999084472656,19.75,6.9
-22.91028,29.61111,25-02-2011,27.700000000000003,30.459999084472656,18.15999984741211,1.4000000000000001
-28.760833,17.730278,27-02-2011,32.7,36.099998474121094,22.689998626708984,1.6
-24.183889,30.823889,01-03-2011,29.900000000000002,31.969999313354492,20.809999465942383,1.5
-27.398611,26.614722,01-03-2011,86.30000000000001,29.76999855041504,15.710000038146973,4.3
-27.671111,27.236944,01-03-2011,84.2,28.869998931884766,14.639999389648438,4.2
-29.160278,26.573333,01-03-2011,83.30000000000001,28.76999855041504,13.579999923706055,4.2
-27.495556,26.074722,01-03-2011,92.10000000000001,29.719999313354492,15.089999198913574,4.6000000000000005
-23.658056,31.05,02-03-2011,27.400000000000002,32.30999755859375,21.260000228881836,1.4000000000000001
-26.648056,27.089444,02-03-2011,71.3,28.40999984741211,14.6899995803833,3.6
-27.802778,28.768333,02-03-2011,69.9,26.5,12.550000190734863,3.5
-24.679167,30.8025,03-03-2011,55.300000000000004,25.869998931884766,15.529999732971191,2.8000000000000003
-27.273889,28.49,03-03-2011,74.60000000000001,27.59000015258789,13.279999732971191,3.7
-27.3,28.586944,03-03-2011,72.0,27.439998626708984,13.139999389648438,3.6
-30.679722,26.7125,03-03-2011,88.60000000000001,28.6299991607666,13.25,4.4
-27.02314,28.59389,04-03-2011,63.0,27.68000030517578,13.489999771118164,3.1
-25.99136,27.84208,07-03-2011,60.300000000000004,28.25,15.00999927520752,3.0
-31.554722,29.245556,07-03-2011,106.10000000000001,27.389999389648438,18.219999313354492,5.300000000000001
-27.01011111,26.69808333,08-03-2011,85.0,29.03999900817871,15.4399995803833,4.3
-27.802778,28.768333,08-03-2011,69.9,26.5,12.550000190734863,3.5
-26.98472222,26.63227778,08-03-2011,86.30000000000001,29.219999313354492,15.699999809265137,4.3
-27.398611,26.614722,08-03-2011,86.30000000000001,29.76999855041504,15.710000038146973,4.3
-27.671111,27.236944,08-03-2011,84.2,28.869998931884766,14.639999389648438,4.2
-29.160278,26.573333,08-03-2011,83.30000000000001,28.76999855041504,13.579999923706055,4.2
-31.396,29.2651,08-03-2011,112.7,28.260000228881836,19.020000457763672,5.6000000000000005
-25.45963889,28.26430556,08-03-2011,39.300000000000004,30.579999923706055,16.979999542236328,2.0
-25.81048333,27.90955222,09-03-2011,52.5,29.5,16.279998779296875,2.6
-22.225556,29.990556,09-03-2011,16.400000000000002,33.77000045776367,21.56999969482422,0.8
-26.03611,30.99778,09-03-2011,59.800000000000004,29.28999900817871,18.639999389648438,3.0
-28.404444,30.013056,09-03-2011,75.4,28.799999237060547,15.639999389648438,3.8000000000000003
-29.380556,30.2775,09-03-2011,101.4,26.8799991607666,14.779999732971191,5.1000000000000005
-26.648056,27.089444,09-03-2011,71.3,28.40999984741211,14.6899995803833,3.6
-26.970278,27.211111,09-03-2011,72.0,28.599998474121094,14.90999984741211,3.6
-27.273889,28.49,09-03-2011,74.60000000000001,27.59000015258789,13.279999732971191,3.7
-27.3,28.586944,09-03-2011,72.0,27.439998626708984,13.139999389648438,3.6
-27.044444,27.005,09-03-2011,77.60000000000001,28.76999855041504,15.039999961853027,3.9000000000000004
-28.69485,28.23487,09-03-2011,99.7,26.31999969482422,12.489999771118164,5.0
-28.883333,27.89,09-03-2011,96.4,26.479999542236328,12.75999927520752,4.800000000000001
-30.568333,29.422778,09-03-2011,103.9,26.369998931884766,13.039999961853027,5.2
-30.570833,29.150556,09-03-2011,99.30000000000001,25.849998474121094,12.619999885559082,5.0
-34.329722,18.990278,09-03-2011,12.9,25.029998779296875,15.219999313354492,0.6000000000000001
-30.830556,26.921389,10-03-2011,85.9,28.01999855041504,12.949999809265137,4.3
-25.49037,30.6986,10-03-2011,45.5,28.15999984741211,16.869998931884766,2.3000000000000003
-29.380556,30.2775,10-03-2011,101.4,26.8799991607666,14.779999732971191,5.1000000000000005
-30.86013889,29.07125,10-03-2011,107.10000000000001,27.90999984741211,15.799999237060547,5.4
-30.77586667,29.03221667,10-03-2011,108.60000000000001,27.729999542236328,15.319999694824219,5.4
-29.658056,25.973333,11-03-2011,83.9,28.60999870300293,13.319999694824219,4.2
-30.534167,24.961944,11-03-2011,79.10000000000001,29.439998626708984,14.1899995803833,4.0
-31.031389,28.883333,11-03-2011,103.9,27.549999237060547,15.34999942779541,5.2
-34.039722,22.133333,11-03-2011,20.900000000000002,26.78999900817871,16.28999900817871,1.0
-28.760833,17.730278,13-03-2011,21.400000000000002,36.209999084472656,22.350000381469727,1.1
-29.7775,29.470833,14-03-2011,138.70000000000002,25.399999618530273,12.210000038146973,27.700000000000003
-29.987778,29.851667,14-03-2011,117.80000000000001,27.18000030517578,14.549999237060547,5.9
-29.744167,29.905833,14-03-2011,112.10000000000001,27.709999084472656,14.9399995803833,5.6000000000000005
-26.861111,28.884722,14-03-2011,51.1,27.15999984741211,13.219999313354492,2.6
-26.73806,27.59194,14-03-2011,63.7,27.899999618530273,14.1899995803833,3.2
-26.45,28.085833,14-03-2011,62.7,27.51999855041504,14.09000015258789,3.1
-25.127778,27.628889,15-03-2011,33.7,31.78999900817871,18.219999313354492,1.7000000000000002
-25.20639,27.558,15-03-2011,35.1,31.56999969482422,17.969999313354492,1.8
-24.69514,27.40906,15-03-2011,34.2,32.04999923706055,19.149999618530273,1.7000000000000002
-25.73411,27.21422,15-03-2011,67.10000000000001,29.15999984741211,15.460000038146973,3.4000000000000004
-26.006389,29.253889,15-03-2011,40.2,27.549999237060547,13.710000038146973,2.0
-28.747778,31.745833,15-03-2011,106.80000000000001,30.60999870300293,20.84000015258789,5.300000000000001
-30.733889,29.828333,15-03-2011,114.30000000000001,27.959999084472656,17.06999969482422,5.7
-27.398611,26.614722,15-03-2011,86.30000000000001,29.76999855041504,15.710000038146973,4.3
-27.495556,26.074722,15-03-2011,92.10000000000001,29.719999313354492,15.089999198913574,4.6000000000000005
-24.282222,28.090278,16-03-2011,37.9,30.010000228881836,16.649999618530273,1.9000000000000001
-30.398056,30.601944,16-03-2011,121.60000000000001,29.010000228881836,20.959999084472656,6.1000000000000005
-30.27402,30.69602,16-03-2011,119.4,28.8799991607666,20.670000076293945,6.0
-26.880278,26.965,16-03-2011,76.10000000000001,28.779998779296875,15.149999618530273,3.8000000000000003
-27.273889,28.49,16-03-2011,74.60000000000001,27.59000015258789,13.279999732971191,3.7
-34.031944,22.053333,16-03-2011,20.200000000000003,26.969999313354492,16.0,1.0
-23.763056,27.908611,17-03-2011,32.7,31.739999771118164,18.1299991607666,1.6
-27.00222,28.76528,17-03-2011,57.900000000000006,27.35999870300293,13.289999961853027,2.9000000000000004
-27.02314,28.59389,17-03-2011,63.0,27.68000030517578,13.489999771118164,3.1
-24.925278,29.324444,18-03-2011,28.900000000000002,31.5,18.03999900817871,1.4000000000000001
-29.803611,30.516111,18-03-2011,105.80000000000001,28.53999900817871,17.649999618530273,5.300000000000001
-26.970278,27.211111,21-03-2011,72.0,28.599998474121094,14.90999984741211,3.6
-27.01011111,26.69808333,22-03-2011,85.0,29.03999900817871,15.4399995803833,4.3
-25.99136,27.84208,22-03-2011,60.300000000000004,28.25,15.00999927520752,3.0
-26.861111,28.884722,22-03-2011,51.1,27.15999984741211,13.219999313354492,2.6
-26.45,28.085833,22-03-2011,62.7,27.51999855041504,14.09000015258789,3.1
-27.398611,26.614722,22-03-2011,86.30000000000001,29.76999855041504,15.710000038146973,4.3
-33.501667,21.624167,22-03-2011,18.900000000000002,29.03999900817871,13.949999809265137,0.9
-33.31388889,19.07472222,22-03-2011,11.4,31.44999885559082,16.549999237060547,0.6000000000000001
-28.338333,31.373611,22-03-2011,87.2,29.25,18.53999900817871,4.4
-29.641944,30.6875,23-03-2011,101.30000000000001,29.44999885559082,19.09000015258789,5.1000000000000005
-28.735556,29.820556,23-03-2011,82.7,29.729999542236328,15.969999313354492,4.1000000000000005
-26.648056,27.089444,23-03-2011,71.3,28.40999984741211,14.6899995803833,3.6
-27.044444,27.005,23-03-2011,77.60000000000001,28.76999855041504,15.039999961853027,3.9000000000000004
-29.160278,26.573333,23-03-2011,83.30000000000001,28.76999855041504,13.579999923706055,4.2
-33.13083,18.86278,23-03-2011,10.100000000000001,31.779998779296875,17.3799991607666,0.5
-25.45963889,28.26430556,23-03-2011,39.300000000000004,30.579999923706055,16.979999542236328,2.0
-25.81048333,27.90955222,24-03-2011,52.5,29.5,16.279998779296875,2.6
-27.602222,29.942778,24-03-2011,55.1,28.34000015258789,15.029999732971191,2.8000000000000003
-27.3,28.586944,24-03-2011,72.0,27.439998626708984,13.139999389648438,3.6
-33.38056,19.30167,24-03-2011,11.8,29.03999900817871,13.769999504089355,0.6000000000000001
-27.00222,28.76528,25-03-2011,57.900000000000006,27.35999870300293,13.289999961853027,2.9000000000000004
